COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
NURS 4570,K20 (61056),Nursing Practice 6 (4),OC,"Jan 06 - Apr 09, 07:00-23:59 (MTW)",Kellie Sparrow
NURS 4580,A01 (57409),Nursing Practice 7 (9),OC,"Jan 06 - Apr 11, 07:00-23:59 (UMTWRFS)",Christa Degagne
NURS 7120,A01 (58296),Capstone Project (0),M,Jan 06 - Apr 09,
NURS 7120,A02 (61781),Capstone Project (0),M,Jan 06 - Apr 09,TBA
NURS 7120,A04 (61783),Capstone Project (0),M,Jan 06 - Apr 09,TBA
NURS 7120,A03 (61782),Capstone Project (0),M,Jan 06 - Apr 09,TBA
NURS 7220,A01 (57497),Quantitative Research Methods in Nursing (3),M,"Jan 06 - Apr 09, 13:00-16:00 (T)",Kimberley Mitchell
NURS 7352,A01 (58443),Leadership in Advanced Practice Nursing (3),M,"Jan 06 - Apr 09, 17:00-20:00 (T)",Judith Scanlan
NURS 7360,A02 (56361),Integrative Focus (6),M,"Jan 06 - Apr 09, 09:00-12:00 (R)",Lynn Scruby
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,Jan 06 - Apr 09,TBA
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Jan 06 - Apr 09, 09:00-15:50 (T)",Terilyn Boychuk
NURS 7442,A01 (58124),Clinical Practice 1 (3),OC,Jan 06 - Apr 09,Ashley Hardy
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Jan 06 - Apr 09, 09:00-15:50 (M)",TBA
NURS 7502,A01 (58125),Clinical Practice 3 (4),OC,Jan 06 - Apr 09,TBA
NURS 8010,A01 (55832),Advanced Qualitative Research for Nursing (3),M,"Jan 06 - Apr 09, 09:00-12:00 (W)",
NURS 8020,A01 (59862),Advanced Knowledge Translation & Health Care Policy (3),M,"Jan 06 - Apr 09, 09:00-12:00 (R)",Annette Schultz
NURS 8030,A01 (51980),Doctoral Student Seminars I (Part B) (0),M,"Jan 03 - Apr 30, 13:00-16:00 (W)",Annette Schultz
NURS 8040,A01 (60312),Doctoral Student Seminars II (Part B) (0),M,"Jan 03 - Apr 30, 13:00-16:00 (W)",Annette Schultz
NURS 8040,A02 (64104),Doctoral Student Seminars II (0),M,"Jan 06 - Apr 09, 13:00-16:00 ()",Annette Schultz
FA 1020,A02 (50118),Mathematics in Art (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Darja Barr
FA 1020,A01 (50117),Mathematics in Art (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Michelle Davidson
FAAH 1040,A01 (50126),Introduction to Art 2A (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",TBA
FAAH 2070,A01 (64532),Renaissance to Baroque Art and Architecture (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",TBA
FAAH 2090,A01 (56359),Indigenous Peoples' Art History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",TBA
FAAH 2110,D01 (61129),Women and Art (3),DE,Jan 06 - Apr 09,TBA
FAAH 2930,A01 (63385),Writing About Art (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",TBA
FAAH 3180,A01 (64541),History of Photography (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Shepherd Steiner
FAAH 3202,A01 (57044),Contemporary Art History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Shepherd Steiner
FAAH 3212,A01 (52818),Introduction to The Theory of Art (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",David Foster
FAAH 3260,A01 (64908),Canadian Art and Architecture to World War 2 (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",TBA
FAAH 4070,T08 (63384),Expressionisms (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Oliver Botar
FAAH 4090,T08 (64560),TBA (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Suzanne McLeod
FAAH 7010,T08 (64549),Expressionisms (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Oliver Botar
FAAH 7020,T08 (64561),TBA (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Suzanne McLeod
STDO 1250,A05 (61098),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",TBA
STDO 1250,A04 (51617),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Derek Brueckner
STDO 1250,A03 (51616),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Holger Kalberg
STDO 1250,A02 (51615),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 08:30-11:15 (T)",TBA
STDO 1250,A01 (51607),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Derek Brueckner
STDO 1470,A05 (64535),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1470,A02 (51653),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Loretta Blondeau
STDO 1470,A03 (61114),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1470,A04 (64534),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1470,A01 (51652),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1480,A01 (58012),Digital Essentials (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",TBA
STDO 1480,A06 (63368),Digital Essentials (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",TBA
STDO 1480,A04 (61110),Digital Essentials (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",TBA
STDO 1480,A05 (61112),Digital Essentials (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",TBA
STDO 1480,A02 (61108),Digital Essentials (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Derek Brueckner
STDO 1480,A03 (61109),Digital Essentials (3),M,"Jan 06 - Apr 09, 18:00-20:45 (R)",TBA
STDO 2212,A01 (63371),Intermediate Sculpture (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Katherine Boyer
STDO 2214,A01 (61638),Mould Making (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Joo Young Han
STDO 2220,A01 (50439),Introduction to Painting (6),M,"Jan 06 - Apr 09, 14:30-17:15 (MW)",Mark Neufeld
STDO 2380,A01 (61125),Intermediate Wheel-Throwing (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Joo Young Han
STDO 2390,A01 (64531),Intermediate Hand Building (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Elma Nickel
STDO 2400,A01 (54965),Introduction to Photography (6),M,"Jan 06 - Apr 09, 11:30-14:15 (MW)",TBA
STDO 2500,A01 (64556),Intermediate Printmaking: Intaglio (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",TBA
STDO 2510,A01 (63749),Intermediate Printmaking: Silkscreen (3),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",TBA
STDO 2610,A01 (64530),Video 1 (6),M,"Jan 06 - Apr 09, 14:30-17:15 (MW)",Freya Olafson
STDO 2640,A01 (61205),Intermediate Design (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Daniel McCafferty
STDO 2712,A01 (63625),Interdisciplinary Studio 1 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Anna Diallo
STDO 3140,A01 (61130),Projects in Photography (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Dominique Rey
STDO 3422,A01 (63624),Advanced Painting (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Holger Kalberg
STDO 3482,A01 (63382),Advanced Film Photography (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",TBA
STDO 3680,T92 (61864),Drawing in Performance or Animation (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Derek Brueckner
STDO 3680,T42 (64538),Open Media (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Anna Diallo
STDO 3682,T06 (63623),TBA (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Mark Neufeld
STDO 3688,T02 (64555),Ceramics and Print (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Elma Nickel
STDO 3710,T03 (64046),Contemporary Indigenous Art Practices: Beading (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Katherine Boyer
STDO 3910,A01 (52025),Projects in Design (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Daniel McCafferty
STDO 4720,A01 (58000),Design Senior Studio 2 (6),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Daniel McCafferty
STDO 4820,A01 (61124),Senior Studio 2 (6),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Loretta Blondeau
STDO 4920,A01 (51991),Honours Seminar 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Freya Olafson
STDO 7020,A02 (51640),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Sarah Ciurysek
STDO 7020,A03 (51641),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Elma Nickel
STDO 7020,A04 (56486),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Joo Young Han
STDO 7020,A05 (58047),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Anna Diallo
STDO 7020,A06 (58048),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Holger Kalberg
STDO 7020,A01 (63373),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Dominique Rey
STDO 7040,A04 (59296),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Mark Neufeld
STDO 7040,A01 (51756),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Anna Diallo
STDO 7040,A02 (51757),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Elma Nickel
STDO 7040,A03 (51758),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Mary Sparks
STDO 7040,A05 (59297),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Loretta Blondeau
STDO 7040,A06 (64537),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Holger Kalberg
STDO 7120,A01 (51643),Graduate Seminar 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Dominique Rey
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Apr 04 - Apr 04, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Jan 10 - Jan 10, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Feb 07 - Feb 07, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Mar 07 - Mar 07, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Mar 07 - Mar 07, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Jan 10 - Jan 10, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Feb 07 - Feb 07, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Apr 04 - Apr 04, 13:00-16:00 (F)",Brian MacNeil
AHS 7010,A01 (58034),Introductory Research Project in Applied Health Sciences (Part B) (3),M,"Jan 06 - Apr 09, 08:30-11:15 ()",Jacqueline Ripat
DS 7010,A01 (52345),Disability Studies (Part B) (3),OC,"Jan 06 - Apr 09, 13:00-15:45 (F)",Diane Driedger
DS 7020,A01 (51310),History of Disability (3),OC,"Jan 06 - Apr 09, 10:00-12:45 (T)",Nancy Hansen
DS 7040,T07 (52346),Women and Disability (3),OC,"Jan 06 - Apr 09, 13:00-15:45 (W)",Diane Driedger
DS 7040,T03 (50718),Disability and the Media (3),OC,"Jan 06 - Apr 09, 10:00-12:45 (R)",Nancy Hansen
DS 7040,T02 (64650),Selected Topics in Disability Studies (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Christine Stewart
GRAD 7200,A01 (51759),MFA Thesis/Studio Exhibition (0),M,Jan 06 - Apr 09,TBA
GRAD 7090,A01 (51475),Design Thesis (0),M,Jan 06 - Apr 09,TBA
GRAD 7300,A01 (58105),Research Integrity Tutorial (0),M,Jan 06 - Apr 09,TBA
PEAC 7030,A01 (64985),International Conflict Resolution and Peace-building (3),M,"Jan 06 - Apr 09, 13:00-16:00 (M)",James Byrne
PEAC 7050,A01 (64986),Intercultural Conflict Resolution and Peace-Building (3),M,"Jan 06 - Apr 09, 13:00-16:00 (F)",Jessica Senehi
PEAC 7060,T23 (64987),Peace Practices (3),M,"Jan 06 - Apr 09, 13:00-16:00 (R)",James Byrne
PEAC 7110,A02 (56909),International Human Rights and Human Security (3),M,"Jan 06 - Apr 09, 13:00-16:00 (R)",Adam Muller
PEAC 7120,A01 (51801),Peacebuilding and Social Justice (3),M,"Jan 06 - Apr 09, 12:30-15:30 (W)",TBA
PEAC 7300,T13 (64988),Peace Practices (3),M,"Jan 06 - Apr 09, 13:00-16:00 (R)",James Byrne
PEAC 7500,A01 (51802),Practicum (3),M,Jan 06 - Apr 09,Adam Muller
DDSS 1100,A01 (51786),Periodontology 1 (1),B,"Jan 06 - May 02, 08:00-11:50 (T)",Sylvia Todescan
DDSS 1110,A01 (54925),Radiology 1 (1),B,"Jan 06 - May 02, 09:00-09:50 (R)",Sunil Mutalik
DDSS 2110,A01 (56186),Radiology 2 (1),B,"Jan 06 - May 02, 13:00-13:50 (F)",Sunil Mutalik
DDSS 2122,A01 (52017),"Oral Pathology, Part B (2.5)",B,"Jan 06 - May 02, 08:00-09:50 (R)",John Perry
DDSS 3102,A01 (52332),"Periodontology 3, Part B (1.5)",B,"Jan 06 - May 02, 09:00-09:50 (M)",Sylvia Todescan
DDSS 3112,A01 (52334),"Oral Diagnosis and Radiology 1, Part B (1)",B,"Jan 06 - May 02, 10:00-10:50 (T)",Vimi Mutalik
DDSS 3120,A01 (52328),Pain and Anxiety Control 2 (1),B,"Jan 06 - May 02, 08:00-08:50 (M)",Reda Elgazzar
DDSS 3132,A01 (52333),"Oral and Maxillofacial Surgery, Part B (1)",B,"Jan 06 - May 02, 16:00-16:50 (F)",Reda Elgazzar
DDSS 3142,A01 (52308),"Medicine, Part B (1)",B,"Jan 06 - May 02, 14:00-14:50 (F)",Reda Elgazzar
DDSS 3152,A01 (52329),"Temporomandibular Disorders and Orofacial Pain, Part B (1)",B,"Jan 06 - May 02, 11:00-11:50 (M)",Reynaldo Todescan
DDSS 3162,A01 (56189),"Pharmacology and Therapeutics, Part B (1.5)",B,"Jan 06 - May 02, 09:00-09:50 (T)",Christopher Cottick
DDSS 4122,A01 (52642),"Oral & Maxillofacial Surgery 2, Part B (0.5)",B,Jan 06 - Apr 25,Reda Elgazzar
DDSS 4150,A01 (52641),"Hospital Dentistry, Part B (0.5)",B,Jan 06 - Apr 25,Christopher Cottick
DDSS 7010,A01 (64862),"Biology and Pathology of the Periodontium, Part B (3)",B,"Jan 03 - Jun 27, 13:30-15:30 (W)",Chrysi Stavropoulou
DDSS 7050,A01 (50167),Oral Medicine and Oral Diagnosis (Part B) (1.5),B,"Jan 03 - Jun 27, 09:00-11:50 (F)",Mohamad-Hasan Kadhim
DDSS 7120,A02 (63920),Advanced Clinical Periodontics (4),B,Jan 03 - Jun 27,Chrysi Stavropoulou
DDSS 7120,A01 (50169),Advanced Clinical Periodontics (Part B) (2),B,"Jan 03 - Jun 27, 14:00-15:50 (R)",Chrysi Stavropoulou
DDSS 7210,A01 (50171),Clinical Practice in Periodontics (Part B) (9),B,"Jan 03 - Jun 27, 10:00-10:50 (M)",Chrysi Stavropoulou
DDSS 7220,A01 (50174),Essay/Research Project (Part B) (0),B,Jan 03 - Jun 27,Chrysi Stavropoulou
DDSS 7230,A01 (64272),"Advanced Oral Pathology, Part B (3)",B,"Jan 03 - Jun 27, 08:00-09:50 (M)",Vimi Mutalik
DDSS 7240,A01 (50175),Advanced Oral and Maxillofacial Surgery Seminar 1 (Part B) (1.5),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7250,A01 (52311),Clinical Advanced Oral and Maxillofacial Surgery 1 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7260,A01 (50176),Advanced Oral and Maxillofacial Surgery Seminar 2 (Part B) (1.5),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7270,A01 (50177),Clinical Advanced Oral and Maxillofacial Surgery 2 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7280,A01 (50178),Clinical Advanced Oral and Maxillofacial Surgery 3 (Part B) (3),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7290,A01 (50179),Clinical Advanced Oral and Maxillofacial Surgery 4 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7300,A01 (64273),"Dental Implantology, Part B (1.5)",B,"Jan 03 - Jun 27, 10:00-11:50 (M)",Chrysi Stavropoulou
DENT 1202,A01 (51787),"Early Clinical Experience, Part B (1.5)",B,"Jan 06 - May 02, 09:00-11:50 (M)",Connie Hack
DENT 1202,A01 (51787),"Early Clinical Experience, Part B (1.5)",B,"Jan 06 - May 02, 08:00-08:50 (M)",Connie Hack
DENT 2202,A01 (52008),"Introduction to Comprehensive Care, Part B (2)",B,"Jan 06 - May 02, 16:00-16:50 (W)",Asmaa Haimeur
DENT 2202,A01 (52008),"Introduction to Comprehensive Care, Part B (2)",B,"Jan 06 - May 02, 08:00-11:50 (MT)",Asmaa Haimeur
DENT 3210,A01 (53432),"Dental Practice Management 3, Part B (0.5)",B,Jan 06 - May 02,Dieter Schonwetter
DENT 4202,A01 (52653),"Interdisciplinary Patient Centred Care Case Studies, Part B (1)",B,"Jan 06 - Apr 25, 15:00-16:50 (T)",Trenna Reeve
DENT 4210,A01 (54920),"Dental Practice Management 4, Part B (1)",B,Jan 06 - Apr 25,Dieter Schonwetter
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 06 - Apr 25, 08:00-11:50 (MTWRF)",Trenna Reeve
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 06 - Apr 25, 13:00-16:50 (MWRF)",Trenna Reeve
DENT 4232,A01 (52655),"General Practice Seminars, Part B (1)",B,"Jan 06 - Apr 25, 13:00-14:50 (T)",Asmaa Haimeur
ORLB 1320,A01 (51789),"Head, Neck and Nervous System, Part 2 (3)",B,"Jan 06 - May 02, 11:00-11:50 (F)",Gilbert Kirouac
ORLB 1330,A01 (51790),Human Growth and Development (3),B,"Jan 06 - May 02, 13:00-15:50 (T)",Rajinder Bhullar
ORLB 1340,A01 (54926),"Oral Tissues, Structure and Function (3)",B,"Jan 06 - May 02, 10:00-11:50 (R)",Devi Atukorallaya
ORLB 2312,A01 (52007),"Structure and Function of Major Organ Systems, Part B (2)",B,"Jan 06 - May 02, 10:00-11:50 (R)",James Gilchrist
ORLB 2330,A01 (52009),Nutrition in Dentistry (2),B,"Jan 10 - Jan 10, 15:00-16:50 (F)",James Gilchrist
ORLB 2330,A01 (52009),Nutrition in Dentistry (2),B,Jan 06 - Apr 04,James Gilchrist
ORLB 7140,A01 (64302),Cell Membrane and Cell Signaling (3),B,"Jan 03 - Apr 30, 09:00-10:50 (M)",Prashen Chelikani
ORLB 7190,A02 (52831),Communication Skills in Dental Research (3),B,"Jan 03 - Apr 30, 10:00-11:50 (R)",James Gilchrist
PDSD 2410,A01 (52011),Pediatric Dentistry- 1 (3),B,"Jan 06 - May 02, 13:00-16:50 (R)",James Ksionzyk
PDSD 2430,A01 (60506),Introduction to Orthodontics (1),B,"Jan 06 - May 02, 13:00-13:50 (W)",Fabio De Sa Leitao Pinheiro
PDSD 2430,A01 (60506),Introduction to Orthodontics (1),B,"Jan 06 - May 02, 14:00-15:50 (W)",Fabio De Sa Leitao Pinheiro
PDSD 3402,A01 (52337),"Orthodontics 3, Part B (1)",B,Jan 06 - May 02,Daniela Sens Nunes
PDSD 3412,A01 (52338),"Pediatric Dentistry 2, Part B (1.5)",B,Jan 06 - May 02,James Ksionzyk
PDSD 4402,A01 (52657),"Orthodontics 4, Part B (1)",B,Jan 06 - Apr 25,Daniela Sens Nunes
PDSD 4412,A01 (52656),"Pediatric Dentistry 3, Part B (1)",B,Jan 06 - Apr 25,James Ksionzyk
PDSD 4422,A01 (52658),"Community Dentistry Externship, Part B (2)",B,Jan 06 - Apr 25,Anil Menon
PDSD 7000,A01 (64275),Neural Basis of Oropharyngeal Function (3),B,Jan 03 - Jun 27,TBA
PDSD 7020,A01 (50164),"The Mechanics of Orthodontic Therapy, Part B (3)",B,Jan 03 - Jun 27,Fabio De Sa Leitao Pinheiro
PDSD 7040,A01 (50165),Clinical Craniofacial Growth and Development (Part B) (1.5),B,Jan 03 - Jun 27,Fabio De Sa Leitao Pinheiro
PDSD 7060,A01 (53465),Cephalometric Analysis (Part B) (1.5),B,"Jan 03 - Jun 27, 16:00-16:50 (MTWRF)",William Wiltshire
PDSD 7060,A01 (53465),Cephalometric Analysis (Part B) (1.5),B,"Jan 03 - Jun 27, 08:00-09:50 (MTWRF)",William Wiltshire
PDSD 7070,A01 (50166),Biology of Orthodontics and Facial Orthopedics (Part B) (1.5),B,Jan 03 - Jun 27,William Wiltshire
PDSD 7101,A01 (51798),Preventive Programs in Pediatric Dentistry (Part B) (1.5),B,Jan 03 - Jun 27,TBA
PDSD 7102,A01 (51795),Hospital Pediatric Dentistry I (Part B) (3),B,Jan 03 - Jun 27,TBA
PDSD 7103,A01 (52339),Hospital Pediatric Dentistry II (Part B) (3),B,Jan 03 - Jun 27,TBA
PDSD 7104,A01 (51796),Management and Restorative Treatment of Pediatric Patients I (Part B) (3),B,Jan 03 - Jun 27,TBA
PDSD 7105,A01 (52340),Management and Restorative Treatment of Pediatric Patients II (Part B) (3),B,Jan 03 - Jun 27,TBA
PDSD 7106,A01 (52341),Preventive and Community Pediatric Dentistry (Part B) (1.5),B,Jan 03 - Jun 27,TBA
PDSD 7107,A01 (51797),Special Needs and Emergency Care in Pediatric Patients (Part B) (1.5),B,Jan 03 - Jun 27,TBA
PDSD 7108,A01 (63928),Growth and Development - Management of the Developing Occlusion (Part B) (1.5),B,Jan 03 - Jun 27,TBA
RSTD 1512,A01 (51792),"Operative Dentistry 1, Part B (3)",B,"Jan 06 - May 02, 08:00-11:50 (W)",Juliana Pfeffer
RSTD 1512,A01 (51792),"Operative Dentistry 1, Part B (3)",B,"Jan 06 - May 02, 13:00-16:50 (W)",Juliana Pfeffer
RSTD 1520,A01 (60505),"Dental Anatomy, Part B (1.5)",B,"Jan 06 - May 02, 14:00-16:50 (R)",Noriko Boorberg
RSTD 1520,A01 (60505),"Dental Anatomy, Part B (1.5)",B,"Jan 06 - May 02, 13:00-13:50 (R)",Noriko Boorberg
RSTD 1530,A01 (51793),Occlusion (2),B,"Jan 06 - May 02, 14:00-16:50 (M)",Reynaldo Todescan
RSTD 1530,A01 (51793),Occlusion (2),B,"Jan 06 - May 02, 13:00-13:50 (M)",Reynaldo Todescan
RSTD 2502,A01 (64054),"Dental Materials-2, Part B (1)",B,"Jan 03 - May 02, 14:00-14:50 (F)",Rodrigo Franca
RSTD 2520,A01 (52013),Endodontolgy-1 (2),B,"Jan 06 - May 02, 08:00-11:50 (W)",Aldo Del Carpio Perochena
RSTD 2532,A01 (52014),"Fixed Prosthodontics 1, Part B (3)",B,"Jan 06 - May 02, 08:00-11:50 (F)",Cristina Tebechrani Fiuza
RSTD 2540,A01 (52640),Removable Partial Denture Prosthodontics (3),B,"Jan 06 - May 02, 13:00-16:50 (M)",Anthony Nowakowski
RSTD 2552,A01 (52015),"Complete Denture Prosthodontics, Part B (2)",B,"Jan 06 - May 02, 13:00-16:50 (T)",Cristina Tebechrani Fiuza
RSTD 3512,A01 (52330),"Operative Dentistry 3, Part B (2.5)",B,"Jan 06 - May 02, 10:00-10:50 (M)",Vanessa Hunzinger
RSTD 3522,A01 (52335),"Endodontology 2, Part B (1.5)",B,"Jan 06 - May 02, 08:00-08:50 (F)",Monir Horriat
RSTD 3532,A01 (52331),"Fixed Prosthodontics 2, Part B (2.5)",B,"Jan 06 - May 02, 11:00-11:50 (T)",Vanessa Swain
RSTD 3532,A01 (52331),"Fixed Prosthodontics 2, Part B (2.5)",B,"Jan 06 - May 02, 15:00-15:50 (F)",Vanessa Swain
RSTD 3542,A01 (52336),"Complete and Removable Partial Denture Prosthodontics, Part B (1.5)",B,"Jan 06 - May 02, 08:00-08:50 (T)",Aaron Kim
RSTD 7112,A01 (64277),"Advanced Prosthodontic Seminar 2 - Complete Dentures, Maxillofacial Prosthodontics (1)",B,"Jan 03 - Jun 27, 07:30-08:50 (R)",Igor Pesun
RSTD 7114,A01 (64278),Classic Removable Partial Denture Prosthodontic Literature Review (1),B,"Jan 03 - Jun 27, 08:00-11:50 (M)",Igor Pesun
RSTD 7116,A01 (57981),Clinical Practice in Prosthodontics 2 (8),B,"Jan 03 - Jun 27, 12:30-16:50 (MTRF)",Igor Pesun
RSTD 7116,A01 (57981),Clinical Practice in Prosthodontics 2 (8),B,"Jan 03 - Jun 27, 09:00-11:50 (MTRF)",Igor Pesun
RSTD 7118,A01 (64279),Current Prosthodontic Literature Review 2 (1),B,"Jan 03 - Jun 27, 08:00-08:50 (T)",Jose Viquez Rojas
RSTD 7126,A01 (59333),Clinical Practice in Prosthodontics 4 (8),B,"Jan 03 - Jun 27, 09:00-11:50 (MTRF)",Igor Pesun
RSTD 7126,A01 (59333),Clinical Practice in Prosthodontics 4 (8),B,"Jan 03 - Jun 27, 12:30-16:50 (MTRF)",Igor Pesun
RSTD 7136,A01 (60548),Clinical Practice in Prosthodontics 6 (8),B,"Jan 03 - Jun 27, 12:30-16:50 (MTRF)",Igor Pesun
RSTD 7136,A01 (60548),Clinical Practice in Prosthodontics 6 (8),B,"Jan 03 - Jun 27, 09:00-11:50 (MTRF)",Igor Pesun
OT 6100,A01 (51140),Human Determinants of Occupational Performance (Part B) (3),B,"Jan 06 - Jan 06, 08:00-08:55 ()",Juliette Cooper
OT 6142,X07 (62890),Professionalism and Enabling Occupation (0),B,"Jan 06 - Jun 27, 09:00-11:55 (F)",TBA
OT 6142,A01 (59959),Professionalism and Enabling Occupation (Part B) (3.5),B,"Jan 06 - Jan 06, 09:00-09:55 ()",Leslie Johnson
OT 6300,A01 (51142),Analysis of Occupation (4),B,"Jan 06 - Jan 06, 10:00-10:55 ()",Lisa Mendez
OT 6310,A01 (51143),The Environment and Occupational Performance (4),B,"Jan 06 - Jan 06, 11:00-11:55 ()",Jodene Neufeld
OT 6320,A01 (51144),Health Conditions and Occupational Performance (4),B,"Jan 06 - Jan 06, 12:00-12:55 ()",Daniel Doerksen
OT 6330,A01 (51145),Occupational Therapy Practice Skills 2 (4),B,"Jan 06 - Jan 06, 13:00-13:55 ()",Susan Hales
OT 6352,A01 (60154),Foundations of Evidence-informed Occupational Therapy (4),B,"Jan 06 - Jan 06, 14:00-14:55 ()",Natalie MacLeod Schroeder
OT 6400,A02 (56889),Intermediate Fieldwork 1 (8),OC,Jan 06 - Jun 27,TBA
