COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
SWRK 4240,D02 (64940),Integrative Practice Seminar for Field Instruction 2 ACCELERATED (1.5),OC,"Jan 27 - Jan 27, 18:00-20:00 (M)",TBA
SWRK 4240,D02 (64940),Integrative Practice Seminar for Field Instruction 2 ACCELERATED (1.5),OC,"Mar 10 - Mar 10, 18:00-20:00 (M)",TBA
SWRK 4254,D01 (64779),"Substance Use, Mental Health, and Social Work (3)",DE,"Jan 15 - Jan 15, 18:00-19:50 (W)",TBA
SWRK 4254,D01 (64779),"Substance Use, Mental Health, and Social Work (3)",DE,"Mar 05 - Mar 05, 18:00-19:50 (W)",TBA
SWRK 4254,D01 (64779),"Substance Use, Mental Health, and Social Work (3)",DE,"Apr 09 - Apr 09, 18:00-19:50 (W)",TBA
SWRK 4254,D01 (64779),"Substance Use, Mental Health, and Social Work (3)",DE,"Feb 12 - Feb 12, 18:00-19:50 (W)",TBA
SWRK 4254,D01 (64779),"Substance Use, Mental Health, and Social Work (3)",DE,"Jan 29 - Jan 29, 18:00-19:50 (W)",TBA
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Jan 29 - Jan 29, 09:00-16:00 (W)",C Deegan
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Feb 12 - Feb 12, 09:00-16:00 (W)",C Deegan
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Feb 26 - Feb 26, 09:00-16:00 (W)",C Deegan
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Mar 26 - Mar 26, 09:00-16:00 (W)",C Deegan
SWRK 4262,A01 (64574),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Jan 15 - Jan 15, 09:00-16:00 (W)",C Deegan
SWRK 4262,G68 (64870),Homelessness and the Housing Continuum: Ethics of Caring and Community Development (3),OC,"Mar 12 - Mar 12, 09:00-16:00 (W)",C Deegan
SWRK 4280,D01 (64781),Social Work Practice with Mandated/Justice-Involved Populations (3),DE,"Apr 08 - Apr 08, 18:00-19:50 (T)",
SWRK 4280,D01 (64781),Social Work Practice with Mandated/Justice-Involved Populations (3),DE,"Feb 25 - Feb 25, 18:00-19:50 (T)",
SWRK 4280,D01 (64781),Social Work Practice with Mandated/Justice-Involved Populations (3),DE,"Mar 11 - Mar 11, 18:00-19:50 (T)",
SWRK 4280,A01 (64573),Social Work Practice with Mandated/Justice-Involved Populations (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",
SWRK 4280,D01 (64781),Social Work Practice with Mandated/Justice-Involved Populations (3),DE,"Feb 04 - Feb 04, 18:00-19:50 (T)",
SWRK 4280,D01 (64781),Social Work Practice with Mandated/Justice-Involved Populations (3),DE,"Jan 14 - Jan 14, 18:00-19:50 (T)",
SWRK 4282,A01 (64572),Social Work Practice with Older Adults (3),M,"Jan 06 - Apr 09, 18:00-20:45 (M)",TBA
SWRK 4286,D01 (64780),"Mino Shkaabis with First Nations, Metis, Inuit Children, Youth and Families: Critical Analysis (3)",DE,"Feb 26 - Feb 26, 18:00-19:50 (W)",TBA
SWRK 4286,D01 (64780),"Mino Shkaabis with First Nations, Metis, Inuit Children, Youth and Families: Critical Analysis (3)",DE,"Apr 02 - Apr 02, 18:00-19:50 (W)",TBA
SWRK 4286,D01 (64780),"Mino Shkaabis with First Nations, Metis, Inuit Children, Youth and Families: Critical Analysis (3)",DE,"Jan 08 - Jan 08, 18:00-19:50 (W)",TBA
SWRK 4286,D01 (64780),"Mino Shkaabis with First Nations, Metis, Inuit Children, Youth and Families: Critical Analysis (3)",DE,"Mar 12 - Mar 12, 18:00-19:50 (W)",TBA
SWRK 4286,D01 (64780),"Mino Shkaabis with First Nations, Metis, Inuit Children, Youth and Families: Critical Analysis (3)",DE,"Feb 05 - Feb 05, 18:00-19:50 (W)",TBA
SWRK 4300,D02 (51186),Field Focus 2: Child and Family Services (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (M)",TBA
SWRK 4300,D03 (53678),Field Focus 2: Child and Family Services (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (W)",TBA
SWRK 4300,D08 (52324),Field Focus 2: Mental Health (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (W)",TBA
SWRK 4300,D09 (55374),Field Focus 2: Mental Health (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (R)",TBA
SWRK 4300,D07 (52006),Field Focus 2: Mental Health (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (T)",TBA
SWRK 4300,D10 (62736),Field Focus 2: Mental Health (Part B) (3),DE,"Jan 06 - Apr 09, 18:00-19:50 (M)",TBA
SWRK 4350,G77 (64939),Field Instruction 2 - Distance Delivery Accelerated Field Placement (6),OC,Jan 03 - Apr 30,TBA
SWRK 4350,A01 (64569),Field Instruction 2 (Concentrated Students) (6),OC,Jan 06 - Apr 18,TBA
SWRK 4350,A02 (64571),Field Instruction 2 (Part B) (3),OC,Jan 06 - Apr 18,TBA
SWRK 6030,A01 (64417),Canadian Social Welfare Policy (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",TBA
SWRK 7004,A01 (64416),Social Work Practice Seminar (Part B) (3),M,"Jan 06 - Apr 09, 08:30-11:15 (T)",TBA
SWRK 7006,A01 (64822),Field Practice (Part B) (3),OC,Jan 06 - Apr 09,TBA
SWRK 7012,A01 (64418),Quantitative Data Analysis for Social Work Research (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",
SWRK 7014,A01 (64419),Qualitative Research in Social Work (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",TBA
SWRK 7180,A02 (50265),Advanced Field Practice  (Part B) (0),OC,Jan 06 - Apr 09,Karen McKim
SWRK 7190,A01 (50291),Integrating Theory and Research in Advanced Field Practice (Part B) (1.5),M,"Mar 17 - Mar 17, 18:00-20:45 (M)",Vicki Burgess
SWRK 7190,A01 (50291),Integrating Theory and Research in Advanced Field Practice (Part B) (1.5),M,"Jan 06 - Jan 06, 18:00-20:45 (M)",Vicki Burgess
SWRK 7190,A01 (50291),Integrating Theory and Research in Advanced Field Practice (Part B) (1.5),M,"Feb 03 - Feb 03, 18:00-20:45 (M)",Vicki Burgess
SWRK 7190,A01 (50291),Integrating Theory and Research in Advanced Field Practice (Part B) (1.5),M,"Jan 20 - Jan 20, 18:00-20:45 (M)",Vicki Burgess
SWRK 7190,A01 (50291),Integrating Theory and Research in Advanced Field Practice (Part B) (1.5),M,"Mar 31 - Mar 31, 18:00-20:45 (M)",Vicki Burgess
SWRK 7230,T09 (64557),Critical Topics in Social Work Leadership (3),M,"Jan 06 - Apr 09, 18:00-20:45 (T)",
SWRK 7300,A01 (50295),Clinical Evaluation of Social Work Intervention (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",
SWRK 7460,A01 (63430),Advanced Research Methods 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",
SWRK 7470,A01 (61704),Advanced Research Methods 3 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",
SWRK 7640,A01 (52636),Application & Critique of Theory & Research in SW with Individuals & Families (3),M,"Jan 06 - Apr 09, 18:00-20:45 (W)",
SWRK 7650,A01 (64420),Advanced Social Work Practice with Groups (3),M,"Jan 06 - Apr 09, 18:00-20:45 (R)",
SWRK 7740,A01 (55316),"Indigenous Peoples, Identity, and Social Work (3)",M,"Jan 06 - Jan 10, 09:00-16:00 (MTWRF)",TBA
SWRK 7750,A01 (55315),"Indigeneity, Power, Privilege, and Social Work (3)",M,"Jan 15 - Apr 09, 09:00-12:15 (W)",TBA
SWRK 7760,A01 (55346),Project/Thesis Seminar (0),M,"Apr 14 - Apr 14, 09:00-16:00 (M)",TBA
SWRK 7760,A01 (55346),Project/Thesis Seminar (0),M,"Feb 24 - Feb 24, 09:00-16:00 (M)",TBA
SWRK 7760,A01 (55346),Project/Thesis Seminar (0),M,"Mar 17 - Mar 17, 09:00-16:00 (M)",TBA
SWRK 7760,A01 (55346),Project/Thesis Seminar (0),M,"Jan 20 - Jan 20, 09:00-16:00 (M)",TBA
SWRK 7770,A01 (61460),Social Challenges and Indigenous Helping Practices (3),M,"Apr 21 - Apr 25, 09:00-16:00 (MTWRF)",TBA
SWRK 7780,A01 (61463),"Social Work, Social Challenges, and Indigenous Peoples (3)",M,"Jan 14 - Apr 08, 09:00-12:15 (T)",TBA
SWRK 8010,A01 (55390),Perspectives on Knowledge for Social Work (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",James Mulvale
MDFY 2020,A01 (60740),Bioscience for Midwives (3),M,"Jan 06 - Apr 09, 10:00-12:00 (M)",TBA
MDFY 2030,A02 (64111),Pharmacology for Midwives (3),B,"Jan 06 - Apr 09, 13:00-16:00 (M)",Fleur McEvoy
MDFY 2040,A01 (60742),Normal Childbearing Skills (6),M,"Jan 06 - Apr 09, 09:00-12:00 (W)",Fleur McEvoy
MDFY 3020,A01 (61919),Midwifery Clinical Practice and Interprofessional Roles (3),OC,"Jan 06 - Jan 31, 00:00-23:59 (UMTWRFS)",Heidi Elias
MDFY 3020,A01 (61919),Midwifery Clinical Practice and Interprofessional Roles (3),OC,"Jan 06 - Jan 31, 09:00-12:00 (F)",Heidi Elias
MDFY 3050,A01 (61920),Newborn Feeding: Methods and Contemporary Issues (3),M,"Feb 03 - Apr 09, 09:00-12:00 (TR)",Tanya Letkeman
MDFY 3060,A01 (61921),Professional Issues in Midwifery (3),M,"Feb 03 - Apr 09, 13:00-16:00 (TR)",Heidi Elias
MDFY 4100,A01 (62958),Clerkship and Tutorial (12),OC,"Jan 06 - Apr 09, 00:00-11:59 (M)",Tanya Letkeman
MDFY 4100,A01 (62958),Clerkship and Tutorial (12),OC,"Jan 06 - Apr 09, 09:00-12:00 (M)",Tanya Letkeman
NURS 0500,G06 (57406),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G05 (57405),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G08 (57408),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G07 (57407),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G02 (52912),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G01 (57400),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G04 (57404),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 0500,G03 (57403),Preparation for Professional Practice (0),M,Jan 06 - Apr 09,Pat Pruden
NURS 2500,A02 (57439),Health and Illness 1: Pathophysiology/ Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Cheryl Pryce
NURS 2500,A01 (52892),Health and Illness 1: Pathophysiology/ Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Cheryl Pryce
NURS 2500,A02 (57439),Health and Illness 1: Pathophysiology/ Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 10:30-13:20 (F)",Cheryl Pryce
NURS 2500,A01 (52892),Health and Illness 1: Pathophysiology/ Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Cheryl Pryce
NURS 2510,A01 (52899),Client and Context 1: Human Growth & Development (2),M,"Jan 06 - Apr 09, 08:30-10:20 (M)",Dayna Laviolette
NURS 2510,A02 (57475),Client and Context 1: Human Growth & Development (2),M,"Jan 06 - Apr 09, 10:30-12:20 (M)",Pawandeep Gill
NURS 2514,A21 (61728),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),OC,"Jan 06 - Apr 09, 09:00-11:50 (M)",Megan Boscow
NURS 2514,A01 (52873),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Alia Lagace
NURS 2514,A01 (52873),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Alia Lagace
NURS 2514,A21 (61728),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),OC,"Jan 06 - Apr 09, 13:00-15:50 (W)",Megan Boscow
NURS 2514,A02 (57713),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Stephanie Betker
NURS 2514,A02 (57713),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Stephanie Betker
NURS 2514,A20 (61044),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),OC,"Jan 06 - Apr 09, 13:00-15:50 (W)",Megan Boscow
NURS 2514,A20 (61044),Health and Illness 3: Pathophysiology/Pharmacology/Assessment (6),OC,"Jan 06 - Apr 09, 09:00-11:50 (M)",Megan Boscow
NURS 2518,A02 (55986),Health & Illness 2: The Older Client (3),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",Barbara Tallman
NURS 2518,A01 (55985),Health & Illness 2: The Older Client (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Paula Black
NURS 2520,A02 (52903),Professional Foundations 1: Development of Professional Identity (2),M,"Jan 06 - Apr 09, 08:30-10:20 (M)",Josie Bolianatz
NURS 2520,A01 (52902),Professional Foundations 1: Development of Professional Identity (2),M,"Jan 06 - Apr 09, 10:30-12:20 (M)",Josie Bolianatz
NURS 2522,A21 (61729),Client & Context 2: Human Diversity (3),OC,"Jan 06 - Apr 09, 17:45-20:35 (M)",Crystal Velasquez
NURS 2522,A20 (61045),Client & Context 2: Human Diversity (3),OC,"Jan 06 - Apr 09, 13:00-15:50 (M)",Kellie Sparrow
NURS 2522,A01 (55983),Client & Context 2: Human Diversity (3),M,"Jan 06 - Apr 09, 08:30-11:15 (T)",Andrew Kerr
NURS 2522,A02 (55984),Client & Context 2: Human Diversity (3),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",Tara Horrill
NURS 2530,A07 (53243),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (R)",Shakerah Jones Hall
NURS 2530,A05 (52908),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (R)",Shakerah Jones Hall
NURS 2530,A06 (52909),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (R)",Shakerah Jones Hall
NURS 2530,A04 (55672),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (T)",Pawandeep Gill
NURS 2530,A03 (52906),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (T)",Pawandeep Gill
NURS 2530,A08 (55673),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (R)",Shakerah Jones Hall
NURS 2530,A02 (52905),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (T)",Pawandeep Gill
NURS 2530,A01 (52904),Nursing Skills 1 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (T)",Pawandeep Gill
NURS 2532,A20 (61046),Nursing Skills 2 (1),OC,"Jan 06 - Apr 09, 13:00-17:00 (T)",Amy Douglas
NURS 2532,A08 (55703),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (F)",Elyse Griffith
NURS 2532,A01 (52882),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (W)",Alia Lagace
NURS 2532,A02 (52883),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (W)",Alia Lagace
NURS 2532,A03 (52884),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (W)",Alia Lagace
NURS 2532,A06 (52890),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (F)",Elyse Griffith
NURS 2532,A05 (52889),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (F)",Elyse Griffith
NURS 2532,A07 (53241),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (F)",Elyse Griffith
NURS 2532,A04 (55702),Nursing Skills 2 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (W)",Alia Lagace
NURS 2532,A21 (61730),Nursing Skills 2 (1),OC,"Jan 06 - Apr 09, 13:00-17:00 (T)",Pritpal Kambo
NURS 2540,K02 (52911),Nursing Practice 1 (2),OC,"Jan 27 - Apr 09, 07:00-23:59 (TW)",Barbara Tallman
NURS 2540,K01 (52910),Nursing Practice 1 (2),OC,"Jan 27 - Apr 09, 07:00-23:59 (RF)",Paula Black
NURS 2542,K02 (52891),Nursing Practice 2 (3),OC,"Jan 20 - Apr 09, 07:00-23:59 (TW)",Rhonda Dube
NURS 2542,K20 (61047),Nursing Practice 2 (3),OC,"Jan 06 - Apr 09, 07:00-11:59 (RF)",Crystal Velasquez
NURS 2542,K01 (52881),Nursing Practice 2 (3),OC,"Jan 20 - Apr 09, 07:00-23:59 (RF)",Pawandeep Gill
NURS 2542,K21 (61731),Nursing Practice 2 (3),OC,"Jan 06 - Apr 09, 07:00-11:59 (RF)",Crystal Velasquez
NURS 3510,A02 (54464),Client and Context 3: Supportive and Palliative Care (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",Paula Black
NURS 3510,A01 (54463),Client and Context 3: Supportive and Palliative Care (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Andrew Kerr
NURS 3512,B03 (54453),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 08:30-10:20 (T)",Linda Townsend
NURS 3512,B04 (55768),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 14:00-15:50 (T)",Linda Townsend
NURS 3512,A01 (54449),Health and Illness 4: Acute and Chronic Illness (5),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Linda Townsend
NURS 3512,B08 (55769),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 08:30-10:20 (R)",Linda Townsend
NURS 3512,B01 (54450),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 14:00-15:50 (T)",Linda Townsend
NURS 3512,B02 (54452),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 08:30-10:20 (T)",Linda Townsend
NURS 3512,B05 (54454),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 14:00-15:50 (R)",Linda Townsend
NURS 3512,B06 (54455),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 14:00-15:50 (R)",Linda Townsend
NURS 3512,B07 (54456),Health and Illness 4: Acute and Chronic Illness (0),M,"Jan 06 - Apr 09, 08:30-10:20 (R)",Linda Townsend
NURS 3514,A02 (54474),Health and Illness 5: Mental Health and Illness (3),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",Federico Lopez-Ficher
NURS 3514,A20 (61048),Health and Illness 5: Mental Health and Illness (3),OC,"Jan 06 - Apr 09, 09:00-11:50 (W)",Shelley Marchinko
NURS 3514,A01 (54473),Health and Illness 5: Mental Health and Illness (3),M,"Jan 06 - Apr 09, 08:30-11:15 (T)",Federico Lopez-Ficher
NURS 3520,A02 (54466),Professional Foundations 2: Health Education (2),M,"Jan 06 - Apr 09, 12:30-14:20 (F)",Shelley Marchinko
NURS 3520,A01 (54465),Professional Foundations 2: Health Education (2),M,"Jan 06 - Apr 09, 12:30-14:20 (W)",Shelley Marchinko
NURS 3530,A08 (55767),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (R)",Rhonda Dube
NURS 3530,A07 (54462),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (R)",Rhonda Dube
NURS 3530,A06 (54461),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (R)",Rhonda Dube
NURS 3530,A01 (54457),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (T)",Cheryl Pryce
NURS 3530,A04 (55766),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (T)",Cheryl Pryce
NURS 3530,A02 (54458),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (T)",Cheryl Pryce
NURS 3530,A03 (54459),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (T)",Cheryl Pryce
NURS 3530,A05 (54460),Nursing Skills 3 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (R)",Rhonda Dube
NURS 3532,A02 (57411),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (W)",Dayna Laviolette
NURS 3532,A01 (57410),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (W)",Dayna Laviolette
NURS 3532,A08 (57417),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (F)",Dayna Laviolette
NURS 3532,A20 (61049),Nursing Skills 4 (1),OC,"Jan 06 - Apr 09, 13:00-17:00 (W)",Megan Boscow
NURS 3532,A21 (61735),Nursing Skills 4 (1),OC,"Jan 06 - Apr 09, 13:00-17:00 (W)",Megan Boscow
NURS 3532,A05 (57414),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 11:00-12:50 (F)",Dayna Laviolette
NURS 3532,A06 (57415),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (F)",Dayna Laviolette
NURS 3532,A03 (57412),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (W)",Dayna Laviolette
NURS 3532,A04 (57413),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 08:30-10:20 (W)",Dayna Laviolette
NURS 3532,A07 (57416),Nursing Skills 4 (1),M,"Jan 06 - Apr 09, 13:30-15:20 (F)",Dayna Laviolette
NURS 3540,K01 (54467),Nursing Practice 3 (4),OC,"Jan 06 - Apr 09, 07:00-23:59 (RF)",Josie Bolianatz
NURS 3540,K02 (54468),Nursing Practice 3 (4),OC,"Jan 06 - Apr 09, 07:00-23:59 (TW)",Stephanie Betker
NURS 3542,K01 (54475),Nursing Practice 4 (4),OC,"Jan 06 - Apr 09, 07:00-23:59 (RF)",Linda Townsend
NURS 3542,K21 (61736),Nursing Practice 4 (4),OC,"Jan 06 - Apr 09, 07:00-11:59 (RF)",Kellie Sparrow
NURS 3542,K20 (61050),Nursing Practice 4 (4),OC,"Jan 06 - Apr 09, 07:00-11:59 (RF)",Bernice Wasylynka
NURS 3542,K02 (54476),Nursing Practice 4 (4),OC,"Jan 06 - Apr 04, 07:00-23:59 (TW)",Stephanie Nunes
NURS 3550,A20 (61051),Professional Foundations 3: Evidence Informed Practice in the Health Sciences (4),OC,"Jan 06 - Apr 09, 09:00-12:50 (T)",Marnie Kramer-Kile
NURS 3550,A02 (64989),Professional Foundations 3: Evidence Informed Practice in the Health Sciences (4),M,"Jan 06 - Apr 09, 13:30-17:20 (M)",Lisa Knisley
NURS 3550,A01 (54471),Professional Foundations 3: Evidence Informed Practice in the Health Sciences (4),M,"Jan 06 - Apr 09, 12:30-16:20 (M)",Suzanne Lennon
NURS 3560,A20 (61052),Professional Foundations 4: Law and Ethics in Nursing Practice (3),OC,"Jan 06 - Apr 09, 13:00-15:50 (M)",Shakerah Jones Hall
NURS 3560,A01 (54469),Professional Foundations 4: Law and Ethics in Nursing Practice (3),M,"Jan 06 - Apr 09, 12:30-15:15 (T)",Shakerah Jones Hall
NURS 3560,A02 (54470),Professional Foundations 4: Law and Ethics in Nursing Practice (3),M,"Jan 06 - Apr 09, 12:30-15:15 (R)",
NURS 4500,A01 (55781),Health and Illness 6: Gender and Reproductive Health (3),M,"Feb 13 - Feb 13,  (R)",Amber Hemminger
NURS 4500,A01 (55781),Health and Illness 6: Gender and Reproductive Health (3),M,"Jan 02 - Feb 13, 08:30-11:15 (TR)",Amber Hemminger
NURS 4510,A01 (55783),Client and Context 4: Family Health (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",Barbara Tallman
NURS 4510,A02 (64865),Client and Context 4: Family Health (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",Barbara Goodwin
NURS 4520,A01 (55785),Professional Foundations 5: Interprofessional and Collaborative Practice (3),M,"Jan 06 - Apr 09, 13:30-16:15 (M)",Wendy-Ann Hawrychuk
NURS 4530,K01 (55786),Nursing Practice 5 (4),OC,"Feb 24 - Apr 04, 07:00-23:59 (TWRF)",Elyse Griffith
NURS 4540,A20 (61053),Health and Illness 7: Community and Population Health (5),OC,"Jan 06 - Apr 09, 09:00-11:50 (R)",Susan Barbeau
NURS 4540,B05 (55793),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 12:30-14:20 (R)",Francine Laurencelle
NURS 4540,A20 (61053),Health and Illness 7: Community and Population Health (5),OC,"Jan 06 - Apr 09, 09:00-10:50 (F)",Susan Barbeau
NURS 4540,B08 (55796),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 14:30-16:20 (R)",Francine Laurencelle
NURS 4540,B07 (55795),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 14:30-16:20 (R)",Francine Laurencelle
NURS 4540,B06 (55794),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 12:30-14:20 (R)",Francine Laurencelle
NURS 4540,A01 (55788),Health and Illness 7: Community and Population Health (5),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",Cheryl Cusack
NURS 4540,B02 (55790),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 12:30-14:20 (T)",Cheryl Cusack
NURS 4540,B03 (55791),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",Cheryl Cusack
NURS 4540,B04 (55792),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",Cheryl Cusack
NURS 4540,B01 (55789),Health and Illness 7: Community and Population Health (0),M,"Jan 06 - Apr 09, 12:30-14:20 (T)",Cheryl Cusack
NURS 4550,A20 (61054),Professional Foundations 6: Leadership and Change Management (4),OC,"Jan 06 - Apr 09, 13:00-16:50 (R)",Vanessa Van Bewer
NURS 4550,A02 (55798),Professional Foundations 6: Leadership and Change Management (4),M,"Jan 06 - Apr 09, 08:30-12:15 (R)",Francine Laurencelle
NURS 4550,A01 (55797),Professional Foundations 6: Leadership and Change Management (4),M,"Jan 06 - Apr 09, 08:30-12:15 (T)",Cheryl Cusack
NURS 4560,A01 (55801),Professional Foundations 7: Preparation for Nursing Practice 7 (1),M,"Jan 06 - Apr 09, 14:30-16:20 (F)",Christa Degagne
NURS 4560,A21 (61737),Professional Foundations 7: Preparation for Nursing Practice 7 (1),OC,"Jan 06 - Apr 09, 13:00-13:50 (F)",Crystal Velasquez
NURS 4560,A20 (61055),Professional Foundations 7: Preparation for Nursing Practice 7 (1),OC,"Jan 06 - Apr 09, 13:00-13:50 (F)",Megan Boscow
NURS 4570,K01 (55799),Nursing Practice 6 (4),M,"Jan 06 - Apr 09, 07:00-23:59 (WR)",Andrew Kerr
NURS 4570,K02 (55800),Nursing Practice 6 (4),M,"Jan 06 - Apr 09, 07:00-23:59 (MT)",
NURS 4570,K21 (61738),Nursing Practice 6 (4),OC,"Jan 06 - Apr 09, 07:00-11:59 (MTW)",Kellie Sparrow
