COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Aug 30 - Aug 30, 08:30-16:30 (F)",Jocelyn Peters,
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Sep 03 - Sep 06, 08:30-16:30 (TWRF)",Jocelyn Peters,
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Nov 04 - Nov 04, 08:30-16:30 (M)",Jocelyn Peters,
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Oct 07 - Oct 07, 08:30-16:30 (M)",Jocelyn Peters,
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Oct 25 - Oct 28, 08:30-16:30 (MF)",Jocelyn Peters,
EDUB 5512,A01 (25023),Teacher Development and Leadership in Second Language Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",TBA,
EDUB 5580,A01 (12182),Fundamentals of ESL (English Second Language) Instruction (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",TBA,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Nov 23 - Nov 23, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Oct 12 - Oct 12, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Sep 14 - Sep 14, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Nov 09 - Nov 09, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Sep 28 - Sep 28, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Oct 26 - Oct 26, 09:00-16:00 (S)",Bruno De Oliveira Jayme,
EDUB 7180,A01 (25025),Research in Written Composition (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",Michelle Honeyford,
EDUB 7214,A01 (25307),Proseminar in Second Language Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",TBA,
EDUB 7330,A01 (22935),Inquiry in Curriculum and Instruction (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Bruno De Oliveira Jayme,
EDUB 7494,A01 (25026),Processes and Practices in Teaching and Learning Science (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",Dawn Sutherland,
EDUB 7550,A01 (25027),Curriculum: Historical Perspectives and Contemporary Implications (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",TBA,
EDUB 7580,A01 (14530),"Social, Cultural, and Political Theories in Second Language Acquisition (3)",M,"Sep 04 - Dec 09, 17:30-20:15 (M)",TBA,
EDUB 7720,A01 (25028),"Approaches to Contemplative, Holistic, and Integrative Curriculum and Pedagogy (3)",M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Jocelyn Peters,
EDUB 7930,A36 (25029),"First Nations, Metis, and Inuit Ways of Knowing in/for Curriculum, Teaching and Learning (3)",OC,"Sep 04 - Dec 09, 17:30-20:15 (M)",Amy Farrell-Morneau,
EDUA 1560,D01 (16702),Adult Learning and Development (3),DE,Sep 04 - Dec 09,TBA,
EDUA 1570,D01 (24965),Foundations of Adult Education (3),DE,Sep 04 - Dec 09,TBA,
EDUA 1790,G07 (25291),Introduction to Education: What Does it Mean to Teach? (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Martha Ford,
EDUA 3002,A42 (12855),Contested Spaces in Education (3),M,"Oct 21 - Oct 23, 08:30-10:20 (MW)",David Hauseman,
EDUA 3002,A41 (14412),Contested Spaces in Education (3),M,"Oct 21 - Oct 23, 10:30-12:20 (MW)",David Hauseman,
EDUA 3002,A42 (12855),Contested Spaces in Education (3),M,"Sep 11 - Oct 18, 08:30-10:20 (WF)",David Hauseman,
EDUA 3002,A42 (12855),Contested Spaces in Education (3),M,"Oct 30 - Nov 08, 08:30-10:20 (WF)",David Hauseman,
EDUA 3002,A41 (14412),Contested Spaces in Education (3),M,"Sep 11 - Oct 18, 10:30-12:20 (WF)",David Hauseman,
EDUA 3002,A40 (12854),Contested Spaces in Education (3),M,"Sep 10 - Nov 07, 10:30-12:20 (TR)",Shawn Darby,
EDUA 3002,A41 (14412),Contested Spaces in Education (3),M,"Oct 30 - Nov 08, 10:30-12:20 (WF)",David Hauseman,
EDUA 3404,A40 (21291),Indigenous Education (3),M,"Oct 21 - Oct 23, 13:30-15:20 (MW)",Martha Ford,
EDUA 3404,A40 (21291),Indigenous Education (3),M,"Sep 11 - Oct 18, 13:30-15:20 (WF)",Martha Ford,
EDUA 3404,A40 (21291),Indigenous Education (3),M,"Oct 30 - Nov 08, 13:30-15:20 (WF)",Martha Ford,
EDUA 3420,A40 (12849),Cross-Cultural Education (3),M,"Sep 10 - Nov 07, 15:30-17:20 (TR)",Shawn Darby,
EDUA 3510,A40 (16282),Communication and Interpersonal Relationships in Education (3),M,"Sep 10 - Nov 07, 15:30-17:20 (TR)",TBA,
EDUA 4000,A41 (14414),Inclusive Education (3),M,"Sep 10 - Nov 07, 10:30-12:20 (TR)",Lauren Goegan,
EDUA 4000,A40 (14413),Inclusive Education (3),M,"Sep 10 - Nov 07, 08:30-10:20 (TR)",Mary-Ann Updike,
EDUA 4000,A42 (25037),Inclusive Education (3),M,"Sep 10 - Nov 07, 10:30-12:20 (TR)",Mary-Ann Updike,
EDUA 5010,D01 (24118),Introduction to Educational Administration (3),DE,Sep 04 - Dec 09,Martha Ford,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,"Dec 05 - Dec 05, 17:30-20:15 (R)",Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,Dec 06 - Dec 09,Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,Sep 06 - Oct 30,Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,Sep 04 - Sep 04,Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,Nov 01 - Dec 04,Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,"Oct 31 - Oct 31, 17:30-20:15 (R)",Peng Liu,
EDUA 5014,A36 (22351),Educational Leadership (3),OC,"Sep 05 - Sep 05, 17:30-20:15 (R)",Peng Liu,
EDUA 5480,A01 (12538),Counselling Skills (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",TBA,
EDUA 5500,A01 (13294),Theories and Issues in Counselling (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",TBA,
EDUA 5602,A01 (20333),Introduction to Inclusive Education (Part A) (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Mary-Ann Updike,
EDUA 5620,A01 (24967),Teaching Children Through Alternative and Augmented Communication (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",TBA,
EDUA 5632,A01 (20346),Assessment and Instruction in Inclusive Education (Part A) (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Donald Freeze,
EDUA 5662,A01 (20348),Delivering Supports for Inclusive Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",Lauren Goegan,
EDUA 5680,A01 (24966),Promoting Responsible Behaviour in Educational Settings (3),M,"Sep 04 - Dec 09, 17:30-20:15 (R)",Mary-Ann Updike,
EDUA 5730,T07 (24968),Grief Counselling: Evidence-based Approaches to Care Across the Lifespan (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Priya Mani,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,Dec 04 - Dec 09,Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,"Dec 03 - Dec 03, 17:30-20:15 (T)",Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,Sep 11 - Oct 28,Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,Oct 30 - Dec 02,Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,"Sep 10 - Sep 10, 17:30-20:15 (T)",Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,Sep 04 - Sep 09,Peng Liu,
EDUA 7010,A36 (12178),Educational Administration as a Field of Study and Practice (3),OC,"Oct 29 - Oct 29, 17:30-20:15 (T)",Peng Liu,
EDUA 7020,A01 (22899),Politics of Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Ee-Seul Yoon,
EDUA 7230,A36 (25011),Social Criticism in Education (3),OC,"Sep 04 - Dec 09, 17:30-20:15 (R)",Lucy Fowler,
EDUA 7270,A01 (18493),Seminar in Cross-Cultural Education 1 (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Nathalie Piquemal,
EDUA 7520,G36 (12180),Practicum Seminar in Counselling (Part A) (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Priya Mani,
EDUA 7550,A01 (12181),Theories of Counselling (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Grace Ukasoanya,
EDUA 7602,A01 (25012),Seminar in Inclusive Education (Part A) (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Donald Freeze,
EDUA 7712,A02 (24139),"Working with Family, School and Community Systems (3)",M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Nadine Bartlett,
EDUA 7712,A01 (24140),"Working with Family, School and Community Systems (3)",M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Nadine Bartlett,
EDUA 7810,A01 (25014),Evaluating Educational Programs (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",Robert Renaud,
EDUA 7830,A01 (25015),Engaging with Research in Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",TBA,
EDUA 7840,A01 (25388),Qualitative Research Methods in Education (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",TBA,
EDUC 7050,T10 (22966),Doctoral Seminar 1 (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",Nathalie Piquemal,
ARCH 7040,A01 (16764),Professional Practice (3),M,"Sep 04 - Dec 09, 17:30-20:20 (T)",TBA,
ARCH 7050,A03 (11376),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",Maria Garcia Holguera,
ARCH 7050,A03 (11376),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",Maria Garcia Holguera,
ARCH 7050,A04 (19678),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 13:00-16:14 (MR)",TBA,
ARCH 7050,A04 (19678),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",TBA,
ARCH 7050,A02 (12619),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",Brian Rex,
ARCH 7050,A01 (11375),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",Ralph Stern,
ARCH 7050,A02 (12619),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",Brian Rex,
ARCH 7050,A01 (11375),Arch Studio 5 and Comprehensive Program Report (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",Ralph Stern,
ARCH 7070,A10 (18297),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Mira Locher,
ARCH 7070,A11 (18624),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Liane Veness,
ARCH 7070,A08 (11381),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Maria Garcia Holguera,
ARCH 7070,A06 (11380),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Ralph Stern,
ARCH 7070,A01 (11377),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Brian Rex,
ARCH 7070,A02 (11378),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Terri Fuglem,
ARCH 7070,A03 (18239),Design Research Studio (9),M,"Sep 04 - Dec 09, 08:30-16:15 (MR)",Carlos Rueda Plata,
ARCG 7070,T72 (24522),Biolabs: Institutional and Community-based Approaches (3),M,Sep 04 - Dec 09,Maria Garcia Holguera,
ARCG 7080,T76 (24932),Urban Development Processes (3),M,"Sep 04 - Dec 09, 18:00-21:50 (T)",Raphael Ayambire,
ARCG 7150,K01 (19624),Cooperative Education/Integrated Work Term 1 (0),WKT,Sep 04 - Dec 09,TBA,
ARCG 7250,K01 (19625),Cooperative Education /Integrated Work Term 2 (0),WKT,Sep 04 - Dec 09,TBA,
CITY 7030,A01 (10485),Planning Theory 1 (3),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",Sarah Cooper,
CITY 7050,A01 (17916),Capstone Project (Part A) (3),M,"Sep 04 - Dec 09, 13:00-16:00 (W)",Laurie Bridgman,
CITY 7310,A01 (19346),Law and Local Government (3),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",TBA,
CITY 7410,A01 (10487),Planning Design 1 (6),M,"Sep 04 - Dec 09, 13:00-17:20 (TR)",TBA,
CITY 7410,A01 (10487),Planning Design 1 (6),M,"Sep 04 - Dec 09, 08:30-11:15 (T)",TBA,
CITY 7440,A01 (23864),Planning Design 4 (Part A) (3),M,"Sep 04 - Dec 09, 13:00-16:00 (TR)",Sarah Cooper,
EVAR 3004,A01 (11363),Architectural Technology 1 - Structural and Sustainable Use of Materials (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",TBA,
EVAR 3008,A01 (11364),Architecture Design Studio 1 (9),M,"Sep 04 - Dec 09, 13:30-16:15 (MR)",Terri Fuglem,
EVAR 3008,A01 (11364),Architecture Design Studio 1 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",Terri Fuglem,
EVAR 3012,A01 (11412),Architectural Technology Preparation: Structural Concepts (3),M,"Aug 26 - Aug 30, 08:30-16:30 (MTWRF)",TBA,
EVAR 3014,A01 (12506),Drawing Free Hand/Digital (3),M,"Sep 04 - Dec 09, 08:30-12:15 (F)",TBA,
EVAR 4000,A01 (20155),Modern Architectural History and Theory l (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",TBA,
EVAR 4002,A01 (11367),Architectural Technology 3 - Building Systems (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",TBA,
EVAR 4004,A04 (11371),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",TBA,
EVAR 4004,A05 (19677),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",TBA,
EVAR 4004,A05 (19677),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",TBA,
EVAR 4004,A04 (11371),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",TBA,
EVAR 4004,A02 (11369),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",TBA,
EVAR 4004,A03 (11370),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",TBA,
EVAR 4004,A03 (11370),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",TBA,
EVAR 4004,A01 (11368),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-16:15 (MR)",Carlos Rueda Plata,
EVAR 4004,A01 (11368),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",Carlos Rueda Plata,
EVAR 4004,A02 (11369),Architecture Design Studio 3 (9),M,"Sep 04 - Dec 09, 08:30-11:15 (MR)",TBA,
EVDS 1600,A01 (18598),Introduction to Environmental Design (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Katherine Isaac,
EVDS 1600,D01 (24422),Introduction to Environmental Design (3),DE,Sep 04 - Dec 09,TBA,
EVDS 1602,A02 (11213),Visual Literacy (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",TBA,
EVDS 1602,D01 (24423),Visual Literacy (3),DE,Sep 04 - Dec 09,TBA,
EVDS 1660,A02 (11212),"History of Culture, Ideas and Environment 1 (3)",M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",TBA,
EVDS 1660,D01 (24424),"History of Culture, Ideas and Environment 1 (3)",DE,Sep 04 - Dec 09,TBA,
EVDS 1670,D01 (24425),"History of Culture, Ideas and Environment 2 (3)",DE,Sep 04 - Dec 09,TBA,
EVDS 1680,D01 (24426),Environmental Technology (3),DE,Sep 04 - Dec 09,TBA,
EVDS 1680,A02 (18001),Environmental Technology (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",TBA,
EVDS 2100,K01 (11360),Urban Media Lab (3),M,"Aug 26 - Sep 06, 09:00-16:30 (MTWRF)",Ryan Coates,
EVDS 2400,A01 (11361),Visual Media 1 (3),M,"Sep 11 - Dec 09, 14:30-17:15 (W)",Ryan Coates,
EVDS 2500,A01 (11362),Design Studio 1 (6),M,"Sep 09 - Dec 09, 08:30-12:30 (MWF)",Jae-Sung Chon,
EVDS 2600,A01 (11666),Tectonic Precedent (3),M,"Sep 10 - Dec 09, 14:30-17:15 (T)",TBA,
EVDS 2702,A01 (11393),Natural and Human Systems (3),M,"Sep 09 - Dec 09, 14:30-17:15 (M)",Ryan Coates,
EVDS 3710,T36 (24145),BERLIN: The Life of a City (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",Ralph Stern,
EVDS 3800,K01 (23257),Cooperative Education/Integrated Work Term 1 (1),WKT,Sep 04 - Dec 09,TBA,
EVDS 3900,K01 (18117),Cooperative Education/Integrated Work Term 2 (1),WKT,Sep 04 - Dec 09,TBA,
EVIE 3002,A01 (20524),Interior Design History and Theory 1 (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Kelley Beaverford,
EVIE 3004,A01 (11372),"Materials, Assemblies and Details (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (M)",TBA,
EVIE 3006,A01 (11373),Interior Design Media (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",Kurt Espersen-Peters,
EVIE 3008,A01 (11383),ID Studio 3.1 (6),M,"Sep 04 - Dec 09, 13:30-16:15 (TR)",Cynthia Karpan,
EVIE 3008,A01 (11383),ID Studio 3.1 (6),M,"Sep 04 - Dec 09, 08:30-11:15 (TR)",Cynthia Karpan,
EVIE 3014,A01 (12620),Human Factors and Environments (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Shauna Mallory-Hill,
EVIE 4004,A01 (20526),Indoor Systems 2 (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Shauna Mallory-Hill,
EVIE 4008,D01 (18249),Design Media (AutoCAD) (3),DE,Sep 04 - Dec 09,Richard Hiebert,
EVIE 4010,A01 (11528),ID Studio 4.1 (6),M,"Sep 04 - Dec 09, 08:30-11:15 (TR)",Tijen Roshko,
EVIE 4010,A01 (11528),ID Studio 4.1 (6),M,"Sep 04 - Dec 09, 13:30-16:15 (TR)",Tijen Roshko,
EVIE 4014,D01 (12804),Advanced Interior Design Media (3),DE,Sep 04 - Dec 09,Richard Hiebert,
EVLU 3002,A01 (18634),Site Planning (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Dietmar Straub,
EVLU 3004,A01 (22684),Ecology and Design 2 (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Brenda Brown,
EVLU 3006,A01 (11382),Studio 3 (9),M,"Sep 05 - Dec 09, 09:00-12:00 (TR)",Leanne Muir,
EVLU 3006,A01 (11382),Studio 3 (9),M,"Aug 26 - Aug 30, 13:00-16:00 (MTWRF)",Leanne Muir,
EVLU 3006,A01 (11382),Studio 3 (9),M,"Aug 26 - Aug 30, 09:00-11:45 (MTWRF)",Leanne Muir,
EVLU 3006,A01 (11382),Studio 3 (9),M,"Sep 05 - Dec 09, 13:30-17:00 (TR)",Leanne Muir,
EVLU 3012,A01 (17622),Site Morphology + Grading (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",Kamni Gill,
EVLU 4002,K01 (18644),Construction Materials (3),M,"Sep 16 - Dec 09, 14:30-17:15 (M)",Glen Manning,
EVLU 4006,T10 (24372),Equitable Cities (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",Orly Linovski,
EVLU 4008,A01 (11525),"Plants, Ecosystems and Design (3)",M,"Sep 16 - Dec 23, 08:30-11:15 (F)",Philip Ronald,
EVLU 4008,A01 (11525),"Plants, Ecosystems and Design (3)",M,"Sep 20 - Oct 04, 13:30-15:30 (F)",Philip Ronald,
EVLU 4012,K01 (11526),Studio 5 (9),M,"Sep 16 - Dec 09, 13:30-17:00 (TR)",Kamni Gill,
EVLU 4012,K01 (11526),Studio 5 (9),M,"Sep 16 - Dec 09, 09:00-12:00 (TR)",Kamni Gill,
EVLU 4012,K01 (11526),Studio 5 (9),M,"Aug 26 - Sep 13, 09:00-16:00 (MTWRF)",Kamni Gill,
EVLU 4016,A01 (24002),History of Landscape and Urbanism (3),M,"Aug 06 - Dec 23, 08:30-11:15 (W)",Alan Tate,
EVLU 4018,A01 (20159),Principles of Urban Design (3),M,"Sep 16 - Dec 09, 08:30-11:15 (W)",Jean Trottier,
IDES 7000,A01 (12385),Graduate Seminar in Interior Design (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Kelley Beaverford,
IDES 7190,A01 (12190),Theory Seminar 2: Critical Perspectives (3),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",TBA,
IDES 7200,A01 (10489),Masters Studio 1 (6),M,"Sep 04 - Dec 09, 13:00-16:45 (TR)",TBA,
IDES 7200,A01 (10489),Masters Studio 1 (6),M,"Sep 04 - Dec 09, 08:30-12:00 (TR)",TBA,
IDES 7220,A01 (10491),Masters Studio 3 (6),M,"Sep 04 - Dec 09, 08:30-12:00 (WF)",Kleighton Burns,
IDES 7220,A01 (10491),Masters Studio 3 (6),M,"Sep 04 - Dec 09, 13:30-16:30 (WF)",Kleighton Burns,
IDES 7240,A01 (13870),Sensory Technology 5 (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Umidjon Abdullaev,
IDES 7280,A01 (16519),Advanced Topics in Contemporary Interior Design Seminar (3),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",Kurt Espersen-Peters,
LARC 7310,T05 (25389),Landscape Design Seminar 1: FRUITYFUL PROSPECTS - The Shared Path (3),M,"Oct 02 - Oct 09, 11:30-14:15 (W)",Dietmar Straub,
LARC 7310,T05 (25389),Landscape Design Seminar 1: FRUITYFUL PROSPECTS - The Shared Path (3),M,"Sep 17 - Sep 26, 09:00-16:00 (TWR)",Dietmar Straub,
LARC 7400,A07 (13694),Landscape Topics (3),M,Sep 04 - Dec 09,Jean Trottier,
LARC 7400,A06 (13693),Landscape Topics (3),M,Sep 04 - Dec 09,Anna Thurmayr,
LARC 7400,A09 (19578),Landscape Topics (3),M,Sep 04 - Dec 09,Kamni Gill,
LARC 7400,A01 (13689),Landscape Topics (3),M,Sep 04 - Dec 09,Brenda Brown,
LARC 7400,A02 (13690),Landscape Topics (3),M,Sep 04 - Dec 09,Marcella Eaton,
LARC 7400,A08 (17990),Landscape Topics (3),M,Sep 04 - Dec 09,Leanne Muir,
LARC 7400,A05 (15693),Landscape Topics (3),M,Sep 04 - Dec 09,Alan Tate,
LARC 7400,A04 (13692),Landscape Topics (3),M,Sep 04 - Dec 09,Dietmar Straub,
LARC 7510,A01 (25481),Studio 1 (6),M,"Sep 04 - Dec 09, 13:00-17:00 (R)",Jean Trottier,
LARC 7510,A01 (25481),Studio 1 (6),M,"Sep 04 - Dec 09, 09:00-11:30 (TR)",Jean Trottier,
LARC 7530,K01 (25482),Studio 3 (9),M,"Sep 04 - Dec 09, 13:00-17:00 (TR)",Marcella Eaton,
LARC 7530,K01 (25482),Studio 3 (9),M,"Sep 04 - Dec 09, 09:00-11:30 (TR)",Marcella Eaton,
LARC 7560,K01 (25457),LA Construction (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Alan Tate,
HMRT 7100,A01 (21971),Theory and Practice of Human Rights: Critical Perspectives (3),M,"Sep 04 - Dec 09, 13:00-15:50 (R)",Kjell Anderson,
HMRT 7300,A01 (19188),Human Rights Law (3),M,"Sep 04 - Dec 09, 09:00-11:50 (W)",Nathan Derejko,
HMRT 7510,T51 (25323),Special Topics in Human Rights Transitional Justice (3),M,"Sep 04 - Dec 09, 14:00-16:50 (T)",TBA,
HMRT 7510,T80 (25047),Special Topics in Human Rights- War & International Law (3),M,"Sep 04 - Dec 09, 09:00-11:50 (F)",Nathan Derejko,
LAW 1102,A03 (21676),Contracts (Part A) (2.5),M,"Sep 04 - Dec 09, 13:00-14:50 (M)",TBA,
LAW 1102,A01 (17820),Contracts (Part A) (2.5),M,"Sep 04 - Dec 09, 13:00-14:50 (W)",TBA,
LAW 1102,A02 (17821),Contracts (Part A) (2.5),M,"Sep 04 - Dec 09, 13:00-14:50 (W)",TBA,
LAW 1140,A03 (23139),Criminal Law and Procedure (Part A) (2.5),M,"Sep 04 - Dec 09, 10:00-11:50 (F)",TBA,
LAW 1140,A01 (11098),Criminal Law and Procedure (Part A) (2.5),M,"Sep 04 - Dec 09, 10:00-11:50 (F)",TBA,
LAW 1378,A01 (22608),Passeport du droit en Français (Part A) (0.5),M,"Sep 04 - Dec 09, 12:00-12:50 (F)",Andrea Doyle,
LAW 1460,A03 (11433),Constitutional Law (Part A) (2.5),M,"Sep 04 - Dec 09, 14:00-16:50 (T)",TBA,
LAW 1460,A01 (11099),Constitutional Law (Part A) (2.5),M,"Sep 04 - Dec 09, 14:00-16:50 (T)",TBA,
LAW 1480,A01 (11101),Torts and Compensation Systems (Part A) (2.5),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",TBA,
LAW 1480,A03 (11578),Torts and Compensation Systems (Part A) (2.5),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",TBA,
LAW 1500,A03 (11297),Property (Part A) (2.5),M,"Sep 04 - Dec 09, 10:00-11:50 (T)",TBA,
LAW 1500,A01 (11103),Property (Part A) (2.5),M,"Sep 04 - Dec 09, 10:00-11:50 (T)",TBA,
LAW 1500,A02 (23873),Property (Part A) (2.5),M,"Sep 04 - Dec 09, 10:00-11:50 (T)",TBA,
LAW 1530,A01 (11104),LEGAL SYSTEM (Part A) (1),M,"Sep 04 - Dec 09, 10:00-11:50 (W)",Elizabeth McCandless,
LAW 1540,A01 (11150),Legal Methods (Part A) (2.5),M,"Sep 04 - Dec 09,  (M)",Lorna Turnbull,
LAW 1540,A01 (11150),Legal Methods (Part A) (2.5),M,"Sep 04 - Dec 09, 09:00-11:50 (M)",Lorna Turnbull,
LAW 1542,A01 (22607),Méthodes Juridiques (Part A) (2.5),M,"Sep 04 - Dec 09, 09:00-11:50 (M)",Tarik Daoudi,
LAW 2020,A01 (24211),Legal Profession and Professional Responsibility (3),M,"Sep 04 - Dec 09, 09:00-11:50 (T)",Natasha Brown,
LAW 2378,A01 (24448),Passeport du droit en Français 2 (Part A) (0.5),M,"Sep 04 - Dec 09, 12:00-12:50 (F)",Andrea Doyle,
LAW 2400,A01 (24172),Wills and Succession (3),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",TBA,
LAW 2490,A01 (12625),Trusts (3),M,"Sep 04 - Dec 09, 14:00-16:50 (R)",Donn Short,
LAW 2602,A01 (17835),Evidence (3),M,"Sep 04 - Dec 09, 14:00-16:50 (T)",Brandon Trask,
