COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
ECON 4040,A01 (24843),Seminar in Applied Econometrics (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Edgar Villa Perez,
ECON 4050,A01 (22332),History of Economic Thought 1 (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Fletcher Baragar,
ECON 4490,T17 (23059),Health Economics (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Ardeshir Sepehri-Borojeni,
ECON 4490,T12 (21414),Macroeconometrics for Policy Analysis (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Carlos Yepez,
ECON 4822,A02 (14130),Economic Research and Communication (Part A) (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Gregory Mason,
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 20 - Sep 03, 10:30-14:00 (MTWR)",Hikmet Gunay,
ECON 7010,A01 (22341),Econometrics I (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Ryan Godwin,
ECON 7060,A01 (24844),Advanced Heterodox Theory (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Fletcher Baragar,
ECON 7130,A01 (21418),Advanced Development Economics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",John Serieux,
ECON 7300,T22 (23060),Health Economics (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Ardeshir Sepehri-Borojeni,
ECON 7300,T20 (21420),Macroeconometrics for Policy Analysis (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Carlos Yepez,
ECON 7650,A01 (15853),Advanced Macroeconomic Theory 1 (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Kristin Shaw,
ECON 7722,A01 (11597),Advanced Microeconomic Theory I (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Julia Witt,
ENGL 0930,A06 (11169),English Composition (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",TBA,
ENGL 0930,A07 (16256),English Composition (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
ENGL 0930,A02 (10031),English Composition (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
ENGL 0930,A03 (11168),English Composition (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
ENGL 0930,A04 (11170),English Composition (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",TBA,
ENGL 0930,A05 (11167),English Composition (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",TBA,
ENGL 0930,D01 (20417),English Composition (3),DE,Sep 04 - Dec 09,TBA,
ENGL 0930,G08 (22987),English Composition (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Stephanie Olson,
ENGL 0930,A01 (10030),English Composition (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
ENGL 0930,G07 (22986),English Composition (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Stephanie Olson,
ENGL 0940,G07 (20393),Writing About Literature (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Stephanie Olson,
ENGL 1200,A07 (10044),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Erin Weinberg,
ENGL 1200,A04 (12464),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Jamie Paris,
ENGL 1200,A03 (10035),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Mark Libin,
ENGL 1200,D01 (10707),Representative Literary Works (Part A) (3),DE,Sep 04 - Dec 09,TBA,
ENGL 1200,A08 (10037),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Warren Cariou,
ENGL 1200,A09 (10043),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Michelle Faubert,
ENGL 1200,A05 (10034),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Erin Weinberg,
ENGL 1200,A11 (12690),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
ENGL 1200,A06 (10038),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Pamela Perkins,
ENGL 1200,A01 (10036),Representative Literary Works (Part A) (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Jamie Paris,
ENGL 1340,A03 (23297),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Lucas Tromly,
ENGL 1340,A05 (23785),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Hee-Jung Joo,
ENGL 1340,A01 (12691),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Erin Weinberg,
ENGL 1340,A04 (23784),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Judith Owens,
ENGL 1340,A07 (23787),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 14:30-15:20 (MWF)",TBA,
ENGL 1340,A06 (23786),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
ENGL 1340,A02 (17325),Introduction to Literary Analysis (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Vanessa Warne,
ENGL 1400,A05 (21612),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",TBA,
ENGL 1400,A06 (12749),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
ENGL 1400,A07 (12750),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",TBA,
ENGL 1400,A01 (12468),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
ENGL 1400,A04 (12747),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",TBA,
ENGL 1400,A02 (12469),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
ENGL 1400,A03 (12470),Thematic Approaches to the Study of Literature (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",TBA,
ENGL 2120,A01 (24655),Literature of the Restoration and Eighteenth Century (Part A) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Pamela Perkins,
ENGL 2160,A01 (24656),British Literature since 1900 (Part A) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Mark Libin,
ENGL 2620,A01 (24657),Introduction to Print Culture and Book History (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",David Watt,
ENGL 2650,A01 (24658),Introduction to Critical Theory (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Dana Medoro,
ENGL 2760,A01 (24659),Introductory Creative Writing (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Warren Cariou,
ENGL 2820,T01 (24661),"Joy, Love and Masculinity in Contemporary Culture (3)",M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Jamie Paris,
ENGL 2900,T01 (24662),Restoration Comedy (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Erin Keating,
ENGL 2900,T06 (24663),Political Theatre (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",William Kerr,
ENGL 2940,A01 (25370),Short Fiction (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Vanessa Warne,
ENGL 3080,T03 (24664),Monsters and Heroes (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",TBA,
ENGL 3810,T01 (24665),Before the Anthropocene: Human/Nature in Romantic and Victorian Literature (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Michelle Faubert,
ENGL 3820,T01 (24928),Prison Writing (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Hee-Jung Joo,
ENGL 3960,T01 (24667),Revenge in Renaissance Drama (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Erin Weinberg,
ENGL 4630,T10 (24670),Early Modern Plague Literature (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Judith Owens,
ENGL 4630,T09 (24669),Travel Narrative and Visual Culture (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lucas Tromly,
ENGL 4630,T02 (24668),"Early American Literature, 1600-1850 (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Dana Medoro,
ENGL 7030,T03 (24671),"Early American Literature, 1600-1850 (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Dana Medoro,
ENGL 7710,T02 (24672),Travel Narrative and Visual Culture (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lucas Tromly,
ENGL 7940,T03 (24673),Early Modern Plague Literature (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Judith Owens,
FILM 1290,A02 (10727),The Art of the Film 1 (3),M,"Sep 04 - Dec 09, 13:30-15:20 (M)",George Toles,
FILM 1290,A03 (10728),The Art of the Film 1 (3),M,"Sep 04 - Dec 09, 10:00-11:55 (R)",Jonah Corne,
FILM 1290,A03 (10728),The Art of the Film 1 (3),M,"Sep 04 - Dec 09, 10:00-12:25 (T)",Jonah Corne,
FILM 1290,A02 (10727),The Art of the Film 1 (3),M,"Sep 04 - Dec 09, 13:30-15:55 (W)",George Toles,
FILM 1290,A01 (10726),The Art of the Film 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
FILM 1310,A01 (11598),Film History (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",TBA,
FILM 2330,A01 (24674),Film and Contemporary Thought (3),M,"Sep 04 - Dec 09, 09:30-11:55 (W)",George Toles,
FILM 2330,A01 (24674),Film and Contemporary Thought (3),M,"Sep 04 - Dec 09, 09:30-11:20 (M)",George Toles,
FILM 2430,A01 (24675),The Canadian Film (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Brenda Austin-Smith,
FILM 2440,A01 (24929),Filmmaking (3),M,"Sep 04 - Dec 09, 18:00-20:45 (W)",TBA,
FILM 3250,T05 (24676),"Cinema Soundscapes - Voices, Music, Ambience (3)",M,"Sep 04 - Dec 09, 13:00-15:25 (R)",Jonah Corne,
FILM 3250,T05 (24676),"Cinema Soundscapes - Voices, Music, Ambience (3)",M,"Sep 04 - Dec 09, 13:00-14:50 (T)",Jonah Corne,
THTR 1220,A03 (10746),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (T)",Katrina Dunn,
THTR 1220,A01 (22391),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (M)",TBA,
THTR 1220,A03 (10746),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (R)",Katrina Dunn,
THTR 1220,A02 (10745),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (T)",TBA,
THTR 1220,A01 (22391),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (W)",TBA,
THTR 1220,A02 (10745),Introduction to Theatre (Part A) (3),M,"Sep 04 - Dec 09, 14:30-16:20 (R)",TBA,
THTR 2150,A01 (10747),Theatrical Techniques: Onstage (Part A) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",William Kerr,
THTR 2160,A01 (10748),Theatrical Techniques: Backstage (Part A) (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",TBA,
THTR 2600,T05 (24678),Political Theatre (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",William Kerr,
THTR 2600,T01 (24677),Restoration Comedy (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Erin Keating,
THTR 3000,B02 (24682),That Elusive Spark (0),M,"Sep 04 - Dec 09, 17:30-21:30 (WRF)",Katrina Dunn,
THTR 3000,B01 (24681),That Elusive Spark (0),M,"Sep 04 - Dec 09, 14:30-16:20 (TWRF)",TBA,
THTR 3000,T01 (24680),That Elusive Spark (3),M,"Sep 04 - Dec 09, 13:30-16:30 (M)",Katrina Dunn,
THTR 3610,T08 (24679),Revenge in Renaissance Drama (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Erin Weinberg,
FREN 1152,A04 (12455),Introductory French 1 (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Krysteena Gadzala,
FREN 1152,A05 (14708),Introductory French 1 (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Krysteena Gadzala,
FREN 1152,A02 (12454),Introductory French 1 (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Constance Cartmill,
FREN 1152,A03 (12456),Introductory French 1 (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Krysteena Gadzala,
FREN 1152,B01 (12460),Introductory French 1 (0),M,"Sep 04 - Dec 09, 11:30-12:20 (W)",TBA,
FREN 1152,B04 (12459),Introductory French 1 (0),M,"Sep 04 - Dec 09, 11:30-12:20 (F)",TBA,
FREN 1152,B05 (14709),Introductory French 1 (0),M,"Sep 04 - Dec 09, 11:30-12:20 (R)",TBA,
FREN 1152,B02 (12457),Introductory French 1 (0),M,"Sep 04 - Dec 09, 13:30-14:20 (W)",TBA,
FREN 1152,B03 (12458),Introductory French 1 (0),M,"Sep 04 - Dec 09, 11:30-12:20 (T)",TBA,
FREN 1152,A01 (12453),Introductory French 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Andrew Osborne,
FREN 1192,A01 (24939),Français pour bilingues et francophones 1 (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Dominique Laporte,
FREN 1202,A02 (24942),Intermediate French 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Etienne-Marie Lassi,
FREN 1202,A01 (24941),Intermediate French 1 (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Andrew Osborne,
FREN 1252,A01 (11797),Français oral 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Irene Chassaing,
FREN 1252,A02 (24945),Français oral 1 (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Krysteena Gadzala,
FREN 2022,A01 (24946),La grammaire au bureau (A) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Armelle St Martin,
FREN 2620,A01 (12461),Grammaire et lexique (A) (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Andrew Osborne,
FREN 2640,T09 (24948),Le théâtre: du texte au spectacle (B) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Constance Cartmill,
FREN 2770,A01 (24950),Littératures francophones d'Afrique et des Antilles (B) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Etienne-Marie Lassi,
FREN 2910,A01 (24951),Expression écrite 1 (A) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Irene Chassaing,
FREN 3100,A01 (23681),Littérature française du dix-huitième siècle (B) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Armelle St Martin,
FREN 4650,T04 (24955),Littérature du 18e siècle (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Armelle St Martin,
FREN 7520,T05 (24956),Littérature du 18e siècle (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Armelle St Martin,
ITLN 1080,A01 (12462),Introductory Italian (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
ITLN 1080,B02 (16128),Introductory Italian (Part A) (0),M,"Sep 04 - Dec 09, 10:00-10:50 (R)",TBA,
ITLN 1080,B03 (17474),Introductory Italian (Part A) (0),M,"Sep 04 - Dec 09, 18:00-18:50 (T)",TBA,
ITLN 1080,B01 (16130),Introductory Italian (Part A) (0),M,"Sep 04 - Dec 09, 10:30-11:20 (M)",TBA,
ITLN 1080,A03 (17473),Introductory Italian (Part A) (3),M,"Sep 04 - Dec 09, 19:00-21:45 (T)",TBA,
ITLN 1080,A02 (16129),Introductory Italian (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
SPAN 1182,A01 (24957),Introductory Spanish 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Caterina Reitano,
SPAN 1182,B03 (24962),Introductory Spanish 1 (0),M,"Sep 04 - Dec 09, 11:30-12:20 (F)",TBA,
SPAN 1182,A02 (24958),Introductory Spanish 1 (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Caterina Reitano,
SPAN 1182,B01 (24960),Introductory Spanish 1 (0),M,"Sep 04 - Dec 09, 09:30-10:20 (W)",TBA,
SPAN 1182,B02 (24961),Introductory Spanish 1 (0),M,"Sep 04 - Dec 09, 08:30-09:20 (T)",TBA,
SPAN 1182,A03 (24959),Introductory Spanish 1 (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Caterina Reitano,
SPAN 1262,A01 (11716),Intermediate Spanish Grammar and Conversation 1 (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Caterina Reitano,
SPAN 1262,B01 (21334),Intermediate Spanish Grammar and Conversation 1 (0),M,"Sep 04 - Dec 09, 08:30-09:20 (W)",TBA,
SPAN 2210,A01 (24964),Voices and Images of Latin America (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Maria Martinez,
GRMN 1122,A02 (23583),Introductory German 1 (A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Alexandra Heberger,
GRMN 1122,B04 (23588),Introductory German 1 (A) (0),M,"Sep 04 - Dec 09, 10:30-11:20 (W)",TBA,
GRMN 1122,A03 (23584),Introductory German 1 (A) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Rosemarie Finlay,
GRMN 1122,B02 (23586),Introductory German 1 (A) (0),M,"Sep 04 - Dec 09, 11:30-12:20 (T)",TBA,
GRMN 1122,B01 (23585),Introductory German 1 (A) (0),M,"Sep 04 - Dec 09, 13:30-14:20 (M)",TBA,
GRMN 1122,A01 (23582),Introductory German 1 (A) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Karin James,
GRMN 1124,A01 (24976),Introductory German 2 (A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Rosemarie Finlay,
GRMN 1124,B01 (24977),Introductory German 2 (A) (0),M,"Sep 04 - Dec 09, 14:30-15:20 (M)",TBA,
GRMN 2102,A01 (23590),Intermediate German 1 (A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Lars Richter,
GRMN 2130,A01 (24978),Introduction to German Culture from the Beginnings to 1918 (C) (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Lars Richter,
GRMN 2520,A01 (24979),"Spies: Stories of Secret Agents, Treason, and Surveillance (C) (3)",M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Stephan Jaeger,
GRMN 3202,A01 (23592),Advanced German 1 (A) (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Karin James,
GRMN 3282,A01 (24981),"Sex, Gender and Cultural Politics in the German-Speaking World in English Translation (C) (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lars Richter,
GRMN 3500,T06 (24983),"Sex, Gender and Cultural Politics in the German-Speaking World in English Translation (C) (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lars Richter,
GRMN 3510,T05 (24984),"Spies: Stories of Secret Agents, Treason, and Surveillance (C) (3)",M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Stephan Jaeger,
GRMN 4660,T11 (24985),"Sex, Gender and Cultural Politics in the German-Speaking World in English Translation (C) (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lars Richter,
GRMN 4670,T04 (24986),"Sex, Gender and Cultural Politics in the German-Speaking World in English Translation (C) (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lars Richter,
GRMN 7330,T01 (24988),"Sex, Gender and Cultural Politics in the German-Speaking World in English Translation (C) (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Lars Richter,
POL 1892,B01 (23600),Introductory Polish 1 (0),M,"Sep 04 - Dec 09, 08:30-09:20 (F)",TBA,
POL 1892,A01 (23599),Introductory Polish 1 (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
POL 2610,A01 (24989),Polish Culture 1918 to the Present (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",TBA,
POL 2892,A01 (24990),Intermediate Polish 1 (3),M,"Sep 04 - Dec 09, 14:30-15:45 (WF)",TBA,
RUSN 1302,B01 (23602),Introductory Russian 1 (0),M,"Sep 04 - Dec 09, 14:30-15:20 (W)",TBA,
RUSN 1302,B02 (23603),Introductory Russian 1 (0),M,"Sep 04 - Dec 09, 09:00-09:50 (R)",TBA,
RUSN 1302,A01 (23601),Introductory Russian 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
RUSN 2280,A01 (24991),Russian Culture until 1900 (3),M,"Sep 04 - Dec 09, 13:30-16:15 (M)",Elena Baraban,
RUSN 2812,A01 (23605),Intermediate Russian 1 (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Elena Baraban,
RUSN 3630,A01 (23606),"Russian Politics, Government, and Society (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Orysia Kulick,
UKRN 1312,A01 (23607),Introductory Ukrainian 1 (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
UKRN 1312,B01 (23608),Introductory Ukrainian 1 (0),M,"Sep 04 - Dec 09, 09:30-10:20 (W)",TBA,
UKRN 1312,B02 (23609),Introductory Ukrainian 1 (0),M,"Sep 04 - Dec 09, 08:30-09:20 (F)",TBA,
UKRN 2722,A01 (23611),Intermediate Ukrainian 1 (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",TBA,
UKRN 2770,A01 (24992),Ukrainian Culture until 1900 (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Orysia Kulick,
GPE 1700,A01 (16054),Social Justice in the 21st Century: Global Political Economy and Environmental Change (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Jonathan Peyton,
GPE 2700,A01 (10755),Perspectives on Global Political Economy (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Mark Hudson,
GPE 4700,A01 (10756),Studies in Global Political Economy (Part A) (3),M,"Sep 04 - Dec 09, 14:30-17:15 (F)",Mark Hudson,
HIST 1200,A02 (11726),An Introduction to the History of Western Civilization (G) (Part A) (3),M,"Sep 04 - Dec 09, 08:30-09:20 (MWF)",Christopher Frank,
HIST 1200,D01 (13271),An Introduction to the History of Western Civilization (G) (Part A) (3),DE,Sep 04 - Dec 09,TBA,
HIST 1200,A03 (10118),An Introduction to the History of Western Civilization (G) (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Robert Penner,
HIST 1350,A01 (21449),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Dale Barbour,
HIST 1360,A01 (15903),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Dale Barbour,
HIST 1370,A01 (12912),Modern World History: 1500-1800 (M) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",George Buri,
HIST 1370,A02 (24812),Modern World History: 1500-1800 (M) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Dale Barbour,
HIST 1380,A01 (12473),Modern World History: 1800-Present (M) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Dale Barbour,
HIST 1380,A02 (11910),Modern World History: 1800-Present (M) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Joyce Chadya,
HIST 1390,A01 (24813),History of Colonial Canada: 1500-1885 (C) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Leonard Kuffert,
HIST 1400,A01 (15905),History of the Canadian Nation since 1867 (C) (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Lloyd Penner,
HIST 1420,A01 (24849),Asian Civilizations to 1500 (B) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Adrian Thieret,
HIST 1430,A01 (24852),Asian Civilizations from 1500 (B) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Jeong Kim,
HIST 1440,D02 (24814),History of Canada (C) (Part A) (3),DE,Sep 04 - Dec 09,Leah Morton,
HIST 2010,A01 (18987),Indigenous History in Canada (C) (Part A) (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Jarvis Brownlie,
HIST 2020,A01 (20490),The Métis in Canada (C) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",,
HIST 2110,T03 (24815),War and Revolution in the Middle East since 1900 (G) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Jennifer Dueck,
HIST 2140,A01 (24817),Colonial Latin America (A) (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Naomi Calnitsky,
HIST 2180,A01 (23903),The History of Catholicism to 1540 (G) (3),M,"Sep 04 - Dec 09, 14:30-15:20 (MWF)",Meredith Bacola,
HIST 2210,A01 (24818),"History of Britain, 1485 to the Present (E) (Part A) (3)",M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Christopher Frank,
HIST 2230,A01 (22765),History of the United States from 1607 (A) (Part A) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",George Buri,
HIST 2240,A01 (25460),History of Antisemitism and the Holocaust (E) (3),M,"Sep 04 - Dec 09, 19:00-21:45 (W)",TBA,
HIST 2282,A01 (23906),Inventing Canada (C) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",,
HIST 2350,A01 (22766),Europe 1789-1870 (E) (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Robert Penner,
HIST 2400,A01 (22768),History of Human Rights and Social Justice in the Modern World (M) (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
HIST 2420,A01 (10139),The Medieval World (D) (Part A) (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Robert Penner,
HIST 2500,A01 (23907),History of Africa (R) (Part A) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Joyce Chadya,
HIST 2660,A01 (24820),History of the Soviet Union (E) (3),M,"Sep 04 - Dec 09, 14:30-15:20 (MWF)",TBA,
HIST 2670,A01 (23909),History of Capitalism (M) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",George Buri,
HIST 2730,A01 (14454),"Modern World History, 1914-1945: The 30 Years' Crisis (G, M) (3)",M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Mark Gabbert,
HIST 3110,T02 (24825),Histories of Israel and Palestine (G) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Jennifer Dueck,
HIST 3250,A01 (24826),"Canada and the World, 1867 to the Present (C) (Part A) (3)",M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Leonard Kuffert,
HIST 3780,T05 (24827),Residential Schools in Canada (C) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",,
HIST 3990,T07 (23913),Global Feminisms (G) (Part A) (3),M,"Sep 04 - Dec 09, 11:30-14:15 (R)",Adele Perry,
HIST 4000,T40 (24829),Archives and Society (G) (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Gregory Bak,
